Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,13.308201,13.48786,13.790091
1,gpt-3.5-turbo-0301,9.039108,9.035232,9.407883
2,gpt-3.5-turbo-0613,4.234052,14.00534,13.300369
3,gpt-3.5-turbo-16k,16.964062,16.436264,15.596801
4,gpt-3.5-turbo-16k-0613,17.092216,15.9767,16.173916
5,gpt-4,12.532628,12.533584,13.240993
6,gpt-4-0314,17.833716,14.406624,15.783347
7,gpt-4-0613,14.54048,13.436699,12.987705
