Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,14.569063,14.939455,15.392439
1,gpt-3.5-turbo-0301,9.968043,9.543803,9.809137
2,gpt-3.5-turbo-0613,14.565123,15.079916,15.315569
3,gpt-3.5-turbo-16k,21.312677,20.474812,20.161744
4,gpt-3.5-turbo-16k-0613,20.269402,19.945698,21.000624
5,gpt-4,15.083013,15.333974,13.621299
6,gpt-4-0314,17.148315,15.955943,14.819199
7,gpt-4-0613,15.75172,15.041546,13.65347
