Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,8.254777,8.722512,9.317508
1,gpt-3.5-turbo-0301,6.672183,6.522781,6.581794
2,gpt-3.5-turbo-0613,8.707234,8.369197,9.00896
3,gpt-3.5-turbo-16k,8.655476,6.192486,6.703072
4,gpt-3.5-turbo-16k-0613,6.435211,6.110087,7.060358
5,gpt-4,11.701975,12.187423,12.767198
6,gpt-4-0314,10.677334,10.079716,11.893909
7,gpt-4-0613,10.57122,10.580958,10.885035
