Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,10.807848,10.323568,11.5061
1,gpt-3.5-turbo-0301,7.336041,7.288738,7.654229
2,gpt-3.5-turbo-0613,10.721633,10.551937,3.537017
3,gpt-3.5-turbo-16k,9.184188,9.886667,9.693625
4,gpt-3.5-turbo-16k-0613,9.409542,10.396812,7.9858
5,gpt-4,11.122851,10.608768,11.660244
6,gpt-4-0314,17.902415,13.97371,13.425639
7,gpt-4-0613,11.062181,9.427034,10.8603
