Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,10.707357,10.528598,16.049513
1,gpt-3.5-turbo-0301,8.074621,8.556466,7.952392
2,gpt-3.5-turbo-0613,10.172959,10.930689,11.104374
3,gpt-3.5-turbo-16k,11.232637,11.706673,12.56513
4,gpt-3.5-turbo-16k-0613,12.156376,13.003297,11.870759
5,gpt-4,10.248718,10.661501,11.520933
6,gpt-4-0314,8.790501,9.386407,11.409609
7,gpt-4-0613,10.073963,11.532601,11.390663
