Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,12.499127,12.052107,12.16036
1,gpt-3.5-turbo-0301,8.15727,8.00619,7.971735
2,gpt-3.5-turbo-0613,12.470431,11.939273,12.200968
3,gpt-3.5-turbo-16k,16.737892,16.253284,15.582355
4,gpt-3.5-turbo-16k-0613,15.110031,15.245388,15.781956
5,gpt-4,11.770975,11.467132,11.666266
6,gpt-4-0314,13.634297,12.795353,13.165007
7,gpt-4-0613,11.701534,10.653778,13.284294
