Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,9.613854,10.174651,10.040354
1,gpt-3.5-turbo-0301,6.010049,6.937264,5.949593
2,gpt-3.5-turbo-0613,9.1833,9.041045,9.521055
3,gpt-3.5-turbo-16k,9.903671,8.977832,9.395048
4,gpt-3.5-turbo-16k-0613,10.633199,8.657196,8.790882
5,gpt-4,8.161868,7.76527,8.0705
6,gpt-4-0314,9.296825,10.039231,8.483017
7,gpt-4-0613,7.481267,7.32456,8.787566
