Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,11.486577,11.229856,11.442921
1,gpt-3.5-turbo-0301,13.230754,13.344506,12.933214
2,gpt-3.5-turbo-0613,11.674979,11.626176,13.70796
3,gpt-3.5-turbo-16k,18.199417,19.00535,19.125008
4,gpt-3.5-turbo-16k-0613,19.938095,18.916757,18.921959
5,gpt-4,9.86192,11.273211,
6,gpt-4-0314,10.706651,9.415349,
7,gpt-4-0613,10.954988,11.147688,11.046796
