Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,13.575389,11.988835,11.905976
1,gpt-3.5-turbo-0301,6.645111,6.846022,6.863812
2,gpt-3.5-turbo-0613,11.745998,12.968359,
3,gpt-3.5-turbo-16k,13.915661,12.849551,11.59344
4,gpt-3.5-turbo-16k-0613,13.24723,12.542324,12.300392
5,gpt-4,17.743598,16.352244,14.519759
6,gpt-4-0314,9.942528,9.1018,9.16472
7,gpt-4-0613,16.622116,14.454041,15.085327
