Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,14.332972,16.469104,15.365552
1,gpt-3.5-turbo-0301,14.172588,15.69525,15.352388
2,gpt-3.5-turbo-0613,16.253013,11.00819,11.61545
3,gpt-3.5-turbo-16k,21.759752,18.861512,16.714824
4,gpt-3.5-turbo-16k-0613,21.069436,19.29375,21.12211
5,gpt-4,11.19689,11.612626,11.522538
6,gpt-4-0314,10.714697,10.643408,12.156307
7,gpt-4-0613,12.204664,11.751823,11.142286
