Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,18.654427,13.896141,14.692528
1,gpt-3.5-turbo-0301,11.69619,12.472579,12.077169
2,gpt-3.5-turbo-0613,18.280974,13.090995,14.567959
3,gpt-3.5-turbo-16k,21.283041,20.911415,24.552505
4,gpt-3.5-turbo-16k-0613,24.645473,20.35481,21.979418
5,gpt-4,12.479854,13.24511,14.372336
6,gpt-4-0314,18.893286,16.366371,14.55547
7,gpt-4-0613,12.909778,12.944039,13.687902
