Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,12.086236,12.466727,12.504535
1,gpt-3.5-turbo-0301,11.844118,11.359234,10.837722
2,gpt-3.5-turbo-0613,11.843095,12.148611,
3,gpt-3.5-turbo-16k,19.750498,19.516139,20.245022
4,gpt-3.5-turbo-16k-0613,21.185228,21.926829,25.221541
5,gpt-4,17.731848,15.665997,14.579204
6,gpt-4-0314,18.200935,15.438621,15.390457
7,gpt-4-0613,17.594314,17.799077,18.576278
