Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,15.127701,18.806977,15.170981
1,gpt-3.5-turbo-0301,18.269991,19.509294,19.516232
2,gpt-3.5-turbo-0613,13.972041,13.963135,15.075294
3,gpt-3.5-turbo-16k,27.396548,24.636773,25.925007
4,gpt-4,15.677224,15.073528,14.242598
5,gpt-4-0314,15.362748,17.870437,19.670445
6,gpt-4-0613,15.200624,14.509619,13.1161
