Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,11.315796,11.538136,15.190478
1,gpt-3.5-turbo-0301,11.184989,11.045907,11.035962
2,gpt-3.5-turbo-0613,10.756851,11.381302,11.430375
3,gpt-3.5-turbo-16k,22.266539,26.146965,26.442463
4,gpt-3.5-turbo-16k-0613,24.00319,23.029955,23.871832
5,gpt-4,16.58052,17.621919,15.948223
6,gpt-4-0314,15.326446,17.464856,15.756629
7,gpt-4-0613,17.081859,16.993541,17.976902
