Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,9.31033,10.028083,9.362632
1,gpt-3.5-turbo-0301,8.105205,7.892361,7.983207
2,gpt-3.5-turbo-0613,9.897087,9.318745,9.311278
3,gpt-3.5-turbo-16k,11.36546,12.284074,11.584538
4,gpt-3.5-turbo-16k-0613,12.331209,11.986399,10.958718
5,gpt-4,11.496237,10.639676,13.168235
6,gpt-4-0314,14.297829,13.161637,13.57352
7,gpt-4-0613,12.303716,11.433057,11.061567
