Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,12.350328,14.915449,11.131555
1,gpt-3.5-turbo-0301,16.074879,15.997668,16.315173
2,gpt-3.5-turbo-0613,12.124029,12.29957,12.079767
3,gpt-3.5-turbo-16k,21.295107,20.674182,20.843393
4,gpt-3.5-turbo-16k-0613,21.515562,21.153834,26.191763
5,gpt-4,9.981272,10.615097,10.777621
6,gpt-4-0314,11.857417,9.670026,9.485901
7,gpt-4-0613,11.411624,10.814494,9.995703
