Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,15.728239,10.656211,11.768478
1,gpt-3.5-turbo-0301,13.534537,12.701793,12.866474
2,gpt-3.5-turbo-0613,11.804524,20.783524,11.938632
3,gpt-3.5-turbo-16k,25.22654,25.182677,24.273581
4,gpt-3.5-turbo-16k-0613,25.185644,26.286903,26.088057
5,gpt-4,12.481683,11.464071,10.644133
6,gpt-4-0314,10.44024,9.398545,9.238506
7,gpt-4-0613,10.153381,10.35704,8.432357
