Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,15.474529,18.970404,
1,gpt-3.5-turbo-0301,16.478851,15.527046,15.398257
2,gpt-3.5-turbo-0613,16.223127,15.389294,15.886949
3,gpt-3.5-turbo-16k,22.861729,24.463696,29.497735
4,gpt-3.5-turbo-16k-0613,21.717982,22.736763,22.372084
5,gpt-4,15.490571,14.521872,15.626181
6,gpt-4-0314,22.128731,20.886991,19.925071
7,gpt-4-0613,12.928397,13.832056,13.953865
