Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,11.228429,11.893167,11.966613
1,gpt-3.5-turbo-0301,7.656892,7.325539,7.564458
2,gpt-3.5-turbo-0613,11.226361,19.713312,11.0359
3,gpt-3.5-turbo-16k,17.77688,15.932164,16.295741
4,gpt-3.5-turbo-16k-0613,15.669417,14.794256,15.081816
5,gpt-4,22.737941,20.962874,18.224635
6,gpt-4-0314,17.275207,15.577772,17.708593
7,gpt-4-0613,19.677403,20.374749,18.762553
