Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,,10.310151,10.047766
1,gpt-3.5-turbo-0301,12.250911,11.681044,12.06235
2,gpt-3.5-turbo-0613,10.645866,9.910521,9.770233
3,gpt-3.5-turbo-16k,23.992748,22.571803,22.686828
4,gpt-3.5-turbo-16k-0613,27.666146,23.411342,22.520994
5,gpt-4,16.551507,17.243935,19.304482
6,gpt-4-0314,15.477665,15.639132,18.641443
7,gpt-4-0613,16.212379,76.998679,17.301597
