Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,12.872895,24.709577,12.413755
1,gpt-3.5-turbo-0301,13.605766,13.747459,13.48998
2,gpt-3.5-turbo-0613,17.357832,13.180986,20.803743
3,gpt-3.5-turbo-16k,18.231074,14.422527,14.571737
4,gpt-3.5-turbo-16k-0613,14.61696,15.926012,15.285899
5,gpt-4,9.036574,9.137529,7.657698
6,gpt-4-0314,8.569339,8.986055,9.855239
7,gpt-4-0613,9.157226,8.423752,7.550296
