Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,11.641176,9.9986,12.19182
1,gpt-3.5-turbo-0301,12.906112,13.428728,13.343026
2,gpt-3.5-turbo-0613,13.864919,10.752284,11.065594
3,gpt-3.5-turbo-16k,22.271342,30.338121,20.944485
4,gpt-3.5-turbo-16k-0613,27.766968,23.650356,23.743317
5,gpt-4,20.427816,18.894218,22.689315
6,gpt-4-0314,21.422833,20.514083,23.237548
7,gpt-4-0613,19.04594,19.503317,21.01626
