Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,11.017391,11.332518,11.320346
1,gpt-3.5-turbo-0301,9.028159,9.581234,8.676706
2,gpt-3.5-turbo-0613,11.291946,10.602532,11.528906
3,gpt-3.5-turbo-16k,15.310173,16.727094,15.509846
4,gpt-3.5-turbo-16k-0613,15.684506,14.369314,15.175025
5,gpt-4,12.457839,14.696103,14.062991
6,gpt-4-0314,15.232908,14.550566,16.176342
7,gpt-4-0613,12.941669,14.548472,14.491827
