Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,10.644871,11.086121,10.881663
1,gpt-3.5-turbo-0301,8.396582,8.326892,8.399185
2,gpt-3.5-turbo-0613,10.738693,10.387799,10.526159
3,gpt-3.5-turbo-16k,15.730951,16.03136,16.407341
4,gpt-3.5-turbo-16k-0613,16.524289,15.641182,16.38535
5,gpt-4,13.0549,12.807004,11.344086
6,gpt-4-0314,16.452131,17.444054,16.186604
7,gpt-4-0613,11.556058,12.505195,11.066625
