Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,,10.788888,12.438767
1,gpt-3.5-turbo-0301,11.678406,12.909226,11.813718
2,gpt-3.5-turbo-0613,10.571313,10.107905,10.110338
3,gpt-3.5-turbo-16k,,23.687188,22.383642
4,gpt-3.5-turbo-16k-0613,21.933715,23.583142,24.493126
5,gpt-4,17.14591,15.957928,23.290966
6,gpt-4-0314,19.714759,23.978506,16.719561
7,gpt-4-0613,19.962296,20.133756,13.711117
