Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,9.272265,9.726494,10.54796
1,gpt-3.5-turbo-0301,8.065806,7.996663,8.092217
2,gpt-3.5-turbo-0613,10.190132,9.760905,9.903151
3,gpt-3.5-turbo-16k,17.698105,15.983871,16.805184
4,gpt-3.5-turbo-16k-0613,17.555489,16.667141,17.476492
5,gpt-4,11.302584,10.542336,9.681562
6,gpt-4-0314,16.259453,13.618076,14.620441
7,gpt-4-0613,10.4592,11.90761,9.931614
