Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,12.837988,12.86105,13.183721
1,gpt-3.5-turbo-0301,16.418112,14.600747,16.780911
2,gpt-3.5-turbo-0613,11.301892,12.397773,12.73362
3,gpt-3.5-turbo-16k,19.710997,19.854351,20.385772
4,gpt-3.5-turbo-16k-0613,25.833372,21.014936,20.882695
5,gpt-4,16.070459,15.677947,14.282088
6,gpt-4-0314,10.026046,10.670724,12.454493
7,gpt-4-0613,12.23554,14.77733,12.799429
