Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,9.485325,9.582085,9.640198
1,gpt-3.5-turbo-0301,7.486757,7.517633,7.30971
2,gpt-3.5-turbo-0613,9.323155,9.661571,9.245246
3,gpt-3.5-turbo-16k,14.52759,15.179361,14.75138
4,gpt-3.5-turbo-16k-0613,14.592545,14.10395,14.285306
5,gpt-4,12.503756,11.192011,13.146279
6,gpt-4-0314,14.663434,16.679752,18.957006
7,gpt-4-0613,10.564429,10.370027,12.322758
