Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,14.059222,13.661829,15.185541
1,gpt-3.5-turbo-0301,11.511348,11.635464,12.27244
2,gpt-3.5-turbo-0613,,14.52781,17.151231
3,gpt-3.5-turbo-16k,14.152407,21.034429,16.565738
4,gpt-3.5-turbo-16k-0613,18.234134,23.787328,
5,gpt-4,16.299363,,17.325768
6,gpt-4-0314,12.593693,13.991997,14.923535
7,gpt-4-0613,17.805283,12.848967,15.75193
