Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,,9.565616,9.608414
1,gpt-3.5-turbo-0301,11.27932,10.505108,10.74903
2,gpt-3.5-turbo-0613,9.75669,9.788432,9.748309
3,gpt-3.5-turbo-16k,20.16838,20.820871,20.172696
4,gpt-3.5-turbo-16k-0613,22.382064,21.023997,20.737166
5,gpt-4,16.122526,14.221548,15.959903
6,gpt-4-0314,15.704365,12.501971,13.231441
7,gpt-4-0613,17.120934,18.136656,17.098134
