Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,16.286206,,24.863265
1,gpt-3.5-turbo-0301,19.096131,21.178447,21.010796
2,gpt-3.5-turbo-0613,43.086747,,
3,gpt-3.5-turbo-16k,26.604839,25.876533,28.236843
4,gpt-3.5-turbo-16k-0613,28.753043,27.128995,24.709958
5,gpt-4,15.952712,15.140025,14.554043
6,gpt-4-0314,13.833899,13.089327,14.770784
7,gpt-4-0613,16.640065,16.478573,14.741115
