Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,10.709256,11.030508,11.168087
1,gpt-3.5-turbo-0301,8.223801,8.339318,8.424976
2,gpt-3.5-turbo-0613,10.674904,9.982162,10.757616
3,gpt-3.5-turbo-16k,15.353889,15.340098,15.383941
4,gpt-3.5-turbo-16k-0613,15.608285,14.049771,14.843039
5,gpt-4,10.718452,10.457678,10.192666
6,gpt-4-0314,10.528356,11.92555,11.267315
7,gpt-4-0613,11.35436,10.83713,10.962084
