Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,17.003387,16.078358,16.496897
1,gpt-3.5-turbo-0301,10.788009,10.872712,11.577374
2,gpt-3.5-turbo-0613,18.585526,4.173241,4.172581
3,gpt-3.5-turbo-16k,21.311196,22.284914,21.358007
4,gpt-3.5-turbo-16k-0613,22.640789,21.292761,19.600555
5,gpt-4,14.027824,12.177365,12.840267
6,gpt-4-0314,12.199736,13.382317,15.943238
7,gpt-4-0613,11.546345,11.625637,11.57094
