Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,10.407493,11.345947,11.350749
1,gpt-3.5-turbo-0301,12.264607,12.070889,13.369931
2,gpt-3.5-turbo-0613,10.702964,10.644369,9.881541
3,gpt-3.5-turbo-16k,16.839547,16.743912,15.826845
4,gpt-3.5-turbo-16k-0613,14.820067,16.366048,16.376176
5,gpt-4,16.943269,17.192519,15.620356
6,gpt-4-0314,15.403659,18.609975,15.274857
7,gpt-4-0613,17.156915,15.466852,13.733875
