Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,20.493108,31.389536,14.311998
1,gpt-3.5-turbo-0301,12.610074,11.757425,11.60946
2,gpt-3.5-turbo-0613,12.903315,13.15971,23.175672
3,gpt-3.5-turbo-16k,22.495304,,
4,gpt-3.5-turbo-16k-0613,24.192497,22.695234,
5,gpt-4,9.357716,10.279863,10.487851
6,gpt-4-0314,13.823854,12.565556,11.694778
7,gpt-4-0613,10.396131,10.895473,9.972455
