Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,14.640752,12.842461,12.48221
1,gpt-3.5-turbo-0301,11.256427,10.920734,12.097447
2,gpt-3.5-turbo-0613,11.836225,11.907452,14.652053
3,gpt-3.5-turbo-16k,26.316721,25.274588,23.056907
4,gpt-3.5-turbo-16k-0613,22.549843,23.876004,
5,gpt-4,10.821587,9.25524,9.140873
6,gpt-4-0314,10.590837,11.548216,13.066778
7,gpt-4-0613,11.748998,9.761579,8.987038
