Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,8.666863,8.718936,10.30474
1,gpt-3.5-turbo-0301,8.198237,7.761533,8.215021
2,gpt-3.5-turbo-0613,9.057111,9.278479,9.170694
3,gpt-3.5-turbo-16k,11.401042,12.066356,11.262782
4,gpt-3.5-turbo-16k-0613,12.769674,13.381768,13.643327
5,gpt-4,15.111901,15.004064,15.893792
6,gpt-4-0314,15.697147,18.155699,12.660005
7,gpt-4-0613,13.367439,14.325157,13.770946
