Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,12.262849,12.129195,17.056078
1,gpt-3.5-turbo-0301,13.257024,15.082076,13.277498
2,gpt-3.5-turbo-0613,13.161891,11.613771,19.580885
3,gpt-3.5-turbo-16k,14.783115,14.938278,16.195656
4,gpt-3.5-turbo-16k-0613,15.043851,15.751292,14.783371
5,gpt-4,14.038879,11.410204,12.942908
6,gpt-4-0314,8.025397,8.403613,
7,gpt-4-0613,12.991496,9.774171,10.867045
