Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,44.122175,22.832427,13.166419
1,gpt-3.5-turbo-0301,14.085654,13.985073,14.099638
2,gpt-3.5-turbo-0613,12.864632,12.024566,13.100474
3,gpt-3.5-turbo-16k,19.957436,17.747765,18.87873
4,gpt-3.5-turbo-16k-0613,17.232073,19.37646,19.35624
5,gpt-4,14.4302,15.959897,12.904324
6,gpt-4-0314,12.020008,13.717718,11.505189
7,gpt-4-0613,14.517657,13.651438,15.273478
