Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,11.265061,19.88863,16.36228
1,gpt-3.5-turbo-0301,18.570187,17.243902,17.189756
2,gpt-3.5-turbo-0613,45.415254,11.476389,11.209697
3,gpt-3.5-turbo-16k,23.220908,19.131912,21.823938
4,gpt-3.5-turbo-16k-0613,22.443949,22.740603,20.027359
5,gpt-4,16.359653,13.549466,12.424293
6,gpt-4-0314,13.719406,14.280065,16.300643
7,gpt-4-0613,15.634046,13.715202,13.770219
