Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,21.247681,20.829165,20.574638
1,gpt-3.5-turbo-0301,10.870392,12.334549,11.598261
2,gpt-3.5-turbo-0613,19.22713,20.116651,19.794458
3,gpt-3.5-turbo-16k,24.072206,18.11241,21.613197
4,gpt-3.5-turbo-16k-0613,21.939392,18.516819,20.002578
5,gpt-4,13.395865,13.367665,11.765698
6,gpt-4-0314,34.385857,27.686524,32.258876
7,gpt-4-0613,14.612729,13.328742,13.847445
