Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,13.7332,24.682233,12.755029
1,gpt-3.5-turbo-0301,15.228128,14.022618,14.230398
2,gpt-3.5-turbo-0613,13.933244,12.638236,18.034642
3,gpt-3.5-turbo-16k,21.856085,26.450112,21.114793
4,gpt-3.5-turbo-16k-0613,22.798111,21.497422,35.717665
5,gpt-4,14.569037,14.68034,12.837128
6,gpt-4-0314,13.478382,12.729957,12.706882
7,gpt-4-0613,12.898875,13.144371,13.476595
