Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,9.805386,9.148129,9.491409
1,gpt-3.5-turbo-0301,7.685912,7.524626,7.602231
2,gpt-3.5-turbo-0613,9.144193,9.253749,9.303093
3,gpt-3.5-turbo-16k,12.420555,12.904854,13.240204
4,gpt-3.5-turbo-16k-0613,34.406985,13.098898,12.39066
5,gpt-4,16.598988,11.857359,14.946623
6,gpt-4-0314,14.815133,14.74819,14.676894
7,gpt-4-0613,15.523168,12.736338,14.339012
