Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,18.588631,18.317647,19.565342
1,gpt-3.5-turbo-0301,11.861442,11.694153,12.405896
2,gpt-3.5-turbo-0613,4.268241,18.335395,17.99654
3,gpt-3.5-turbo-16k,25.055201,24.542421,23.088822
4,gpt-3.5-turbo-16k-0613,22.762175,23.511404,19.56305
5,gpt-4,18.380189,14.912984,12.124032
6,gpt-4-0314,11.660022,11.655292,14.713398
7,gpt-4-0613,14.555539,14.775505,14.752142
