Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,11.162403,10.64228,10.688227
1,gpt-3.5-turbo-0301,5.367319,5.481255,5.80952
2,gpt-3.5-turbo-0613,12.58435,11.170658,11.973993
3,gpt-3.5-turbo-16k,10.11471,11.98683,10.30151
4,gpt-3.5-turbo-16k-0613,9.415327,9.851965,9.030839
5,gpt-4,15.739792,16.656549,16.554465
6,gpt-4-0314,17.069209,14.108679,16.150597
7,gpt-4-0613,14.861151,17.636833,16.717681
