Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,18.263331,12.393278,24.349074
1,gpt-3.5-turbo-0301,11.818195,11.366166,11.368157
2,gpt-3.5-turbo-0613,11.898734,,14.143976
3,gpt-3.5-turbo-16k,19.680742,20.890245,19.536594
4,gpt-3.5-turbo-16k-0613,20.422593,19.592476,19.666302
5,gpt-4,10.760635,10.937234,8.284816
6,gpt-4-0314,11.699483,12.58239,8.994292
7,gpt-4-0613,9.942883,9.807228,9.370136
