Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,13.706835,11.286479,12.542869
1,gpt-3.5-turbo-0301,15.270367,16.042314,15.156444
2,gpt-3.5-turbo-0613,12.369856,12.43014,11.876143
3,gpt-3.5-turbo-16k,21.466326,23.394984,21.999883
4,gpt-3.5-turbo-16k-0613,21.778728,,20.702588
5,gpt-4,13.280849,14.936499,13.524917
6,gpt-4-0314,16.706622,15.153935,14.849479
7,gpt-4-0613,14.378088,13.020927,14.364097
