Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,13.091575,16.796395,11.539993
1,gpt-3.5-turbo-0301,13.465717,13.171995,12.793334
2,gpt-3.5-turbo-0613,12.59442,27.308624,13.612162
3,gpt-3.5-turbo-16k,23.886399,24.431144,23.693927
4,gpt-3.5-turbo-16k-0613,23.516291,23.64431,22.287143
5,gpt-4,12.184096,11.501993,9.495703
6,gpt-4-0314,11.790163,10.151935,11.217005
7,gpt-4-0613,12.491167,11.749558,10.661345
