Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,13.755928,,13.195531
1,gpt-3.5-turbo-0301,14.884826,14.631146,14.972091
2,gpt-3.5-turbo-0613,13.697751,,20.488004
3,gpt-3.5-turbo-16k,27.733894,25.100686,24.488807
4,gpt-3.5-turbo-16k-0613,21.354659,,22.763289
5,gpt-4,15.36571,17.702379,19.866339
6,gpt-4-0314,14.401636,15.15477,16.871654
7,gpt-4-0613,18.129548,16.598187,17.532555
