Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,8.883633,8.70807,9.445963
1,gpt-3.5-turbo-0301,5.301288,5.113843,5.268734
2,gpt-3.5-turbo-0613,8.705722,9.267637,8.37575
3,gpt-3.5-turbo-16k,9.835903,9.982513,9.930584
4,gpt-3.5-turbo-16k-0613,8.730404,9.54885,9.245661
5,gpt-4,6.787093,7.335942,6.784633
6,gpt-4-0314,11.756108,12.336294,11.557582
7,gpt-4-0613,7.590099,9.218343,6.486627
