Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,16.302342,15.923388,15.044872
1,gpt-3.5-turbo-0301,7.516553,7.997916,8.281092
2,gpt-3.5-turbo-0613,15.84818,15.825011,3.559598
3,gpt-3.5-turbo-16k,12.705181,12.302444,14.570162
4,gpt-3.5-turbo-16k-0613,12.902239,12.015698,11.883819
5,gpt-4,17.575635,15.096454,13.937314
6,gpt-4-0314,14.140196,13.655386,12.958231
7,gpt-4-0613,13.649677,15.279637,13.600144
