Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,12.736069,13.339381,13.717824
1,gpt-3.5-turbo-0301,13.774907,14.457068,14.897903
2,gpt-3.5-turbo-0613,,12.728612,13.453847
3,gpt-3.5-turbo-16k,21.741243,24.624758,22.929137
4,gpt-3.5-turbo-16k-0613,23.67269,21.235607,21.534146
5,gpt-4,13.227827,15.741991,14.027902
6,gpt-4-0314,18.456414,12.525373,13.37359
7,gpt-4-0613,13.001546,13.93227,13.327516
