Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,16.059589,22.549786,15.0696
1,gpt-3.5-turbo-0301,14.993797,13.289527,20.338924
2,gpt-3.5-turbo-0613,,,15.869987
3,gpt-3.5-turbo-16k,21.483986,20.510532,26.543772
4,gpt-3.5-turbo-16k-0613,22.553831,21.695375,22.364751
5,gpt-4,15.417594,14.533092,13.574856
6,gpt-4-0314,14.08002,11.467583,13.76488
7,gpt-4-0613,13.718925,13.091788,14.408166
