Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,16.467135,15.783533,16.727667
1,gpt-3.5-turbo-0301,10.1273,9.832667,9.98515
2,gpt-3.5-turbo-0613,16.754124,17.031371,17.39611
3,gpt-3.5-turbo-16k,19.971993,16.973988,21.391616
4,gpt-3.5-turbo-16k-0613,20.718042,20.78265,19.731194
5,gpt-4,13.933504,14.793107,17.584417
6,gpt-4-0314,13.65772,15.814627,17.062538
7,gpt-4-0613,17.638013,16.811708,15.02792
