Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,9.213776,9.815129,9.62721
1,gpt-3.5-turbo-0301,7.27736,7.275821,7.286003
2,gpt-3.5-turbo-0613,10.262494,9.392113,8.966435
3,gpt-3.5-turbo-16k,15.823195,15.585093,14.537086
4,gpt-3.5-turbo-16k-0613,14.796824,14.892491,15.335337
5,gpt-4,9.707518,8.826379,12.392316
6,gpt-4-0314,12.54336,9.745312,9.996835
7,gpt-4-0613,7.780151,9.995571,9.548376
