Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,13.818985,13.968887,12.618875
1,gpt-3.5-turbo-0301,8.261268,8.470683,8.234144
2,gpt-3.5-turbo-0613,10.834825,24.205282,12.155335
3,gpt-3.5-turbo-16k,15.172739,17.40278,16.141522
4,gpt-3.5-turbo-16k-0613,18.387286,18.471674,15.011553
5,gpt-4,16.970888,17.623875,15.630554
6,gpt-4-0314,19.624566,16.227023,15.557296
7,gpt-4-0613,17.872142,15.312896,15.053019
