Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,12.973623,13.040836,13.325487
1,gpt-3.5-turbo-0301,11.25125,10.817425,11.135438
2,gpt-3.5-turbo-0613,12.670943,11.086804,14.176882
3,gpt-3.5-turbo-16k,25.525961,22.76075,
4,gpt-3.5-turbo-16k-0613,25.135413,,23.000288
5,gpt-4,12.282141,9.082809,10.273979
6,gpt-4-0314,12.490727,13.486825,10.250194
7,gpt-4-0613,12.716478,11.476643,9.798158
