Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,13.607554,15.635509,14.305167
1,gpt-3.5-turbo-0301,10.408792,10.341962,10.589476
2,gpt-3.5-turbo-0613,14.674024,13.270337,13.617772
3,gpt-3.5-turbo-16k,21.38582,21.998296,22.012052
4,gpt-3.5-turbo-16k-0613,22.104158,20.376103,21.298357
5,gpt-4,13.613747,14.880676,16.358489
6,gpt-4-0314,15.193552,15.052571,14.585497
7,gpt-4-0613,15.023944,14.535791,15.085311
