Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,,,13.119584
1,gpt-3.5-turbo-0301,14.051237,14.061134,14.516849
2,gpt-3.5-turbo-0613,42.665999,18.579681,
3,gpt-3.5-turbo-16k,25.628498,27.550338,23.881683
4,gpt-3.5-turbo-16k-0613,25.504898,23.313972,26.52717
5,gpt-4,15.051604,11.505244,12.109952
6,gpt-4-0314,16.485705,15.836004,13.929636
7,gpt-4-0613,11.448845,10.090875,10.671094
