Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,23.219687,19.839523,20.587925
1,gpt-3.5-turbo-0301,15.544562,14.888781,16.116493
2,gpt-3.5-turbo-0613,23.511468,22.786106,19.494327
3,gpt-3.5-turbo-16k,22.263591,19.251112,17.782915
4,gpt-3.5-turbo-16k-0613,19.72883,19.552189,20.02752
5,gpt-4,15.985944,16.698239,16.879437
6,gpt-4-0314,25.473574,20.834824,22.051129
7,gpt-4-0613,16.794256,15.886077,14.717237
