Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,13.079672,12.899553,14.608945
1,gpt-3.5-turbo-0301,12.150259,12.047783,12.227813
2,gpt-3.5-turbo-0613,,17.388994,12.456861
3,gpt-3.5-turbo-16k,,,25.437249
4,gpt-3.5-turbo-16k-0613,24.426527,,
5,gpt-4,10.84785,8.879727,9.785477
6,gpt-4-0314,14.185709,14.86641,15.72805
7,gpt-4-0613,8.327553,10.427437,9.582279
