Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,15.089545,11.276576,11.267648
1,gpt-3.5-turbo-0301,19.916958,18.815465,20.363229
2,gpt-3.5-turbo-0613,11.810614,11.737064,12.172341
3,gpt-3.5-turbo-16k,,26.397714,25.03494
4,gpt-3.5-turbo-16k-0613,23.355563,19.977544,
5,gpt-4,14.944918,12.682103,13.18452
6,gpt-4-0314,18.058638,18.110826,17.704416
7,gpt-4-0613,15.664907,14.683164,14.021511
