Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,34.343305,28.567177,12.875418
1,gpt-3.5-turbo-0301,9.815156,9.483096,9.273959
2,gpt-3.5-turbo-0613,13.22869,12.048852,13.04115
3,gpt-3.5-turbo-16k,19.764696,17.937759,19.068893
4,gpt-3.5-turbo-16k-0613,20.45177,19.806891,21.535342
5,gpt-4,17.277877,15.336767,14.703886
6,gpt-4-0314,13.947083,14.882669,15.499598
7,gpt-4-0613,13.965571,13.938616,14.579397
