Prompt Type,Model,long,medium,short
Iteration,,1,1,1
0,gpt-3.5-turbo,15.085457,15.858112,20.433781
1,gpt-3.5-turbo-0301,12.914112,,12.271386
2,gpt-3.5-turbo-0613,17.935547,15.494398,17.902532
3,gpt-3.5-turbo-16k,26.310878,21.211646,19.959899
4,gpt-3.5-turbo-16k-0613,23.707848,22.761651,21.206155
5,gpt-4,11.091869,11.235018,10.505184
6,gpt-4-0314,15.947605,14.759404,12.466858
7,gpt-4-0613,11.391738,9.98236,10.912963
